2025-04-11T12:32:32+02:00
Running ./hyriseBenchmarkPlayground
Run on (224 X 3800 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x112)
  L1 Instruction 32 KiB (x112)
  L2 Unified 1024 KiB (x112)
  L3 Unified 39424 KiB (x4)
Load Average: 0.53, 0.38, 0.28
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparisons","Matches","branch-instructions","branch-misses","cache-misses","cycles","instructions"
"BM_JoinBin/10485760/10485760/512/iterations:5",5,6.12549,6.12556,ms,,,,,,0,5.36871e+09,2.20485e+06,33660.4,358905,2.29936e+07,1.08838e+07
"BM_JoinBin/10485760/10485760/1024/iterations:5",5,2.88824,2.88812,ms,,,,,,0,1.07374e+10,1.11297e+06,44494.4,120065,1.08502e+07,5.49441e+06
"BM_JoinBin/10485760/10485760/2048/iterations:5",5,1.56819,1.56803,ms,,,,,,0,2.14748e+10,561894,44745.4,62995.6,5.91097e+06,2.77429e+06
"BM_JoinBin/52428800/52428800/1/iterations:5",5,2904.5,2904.43,ms,,,,,,0,5.24288e+07,5.70845e+09,254611,6.3256e+07,1.09571e+10,2.789e+10
"BM_JoinBin/52428800/52428800/2/iterations:5",5,1525.44,1525.4,ms,,,,,,0,1.04858e+08,2.90665e+09,177675,6.32319e+07,5.75276e+09,1.42072e+10
"BM_JoinBin/52428800/52428800/4/iterations:5",5,832.789,832.691,ms,,,,,,0,2.09715e+08,1.44599e+09,10718.4,6.31094e+07,3.13886e+09,7.07527e+09
"BM_JoinBin/52428800/52428800/8/iterations:5",5,521.807,521.774,ms,,,,,,0,4.1943e+08,7.30858e+08,188205,6.30319e+07,1.96584e+09,3.57696e+09
"BM_JoinBin/52428800/52428800/16/iterations:5",5,536.15,536.131,ms,,,,,,0,8.38861e+08,3.67264e+08,37239.2,6.85972e+07,2.00337e+09,1.79818e+09
"BM_JoinBin/52428800/52428800/32/iterations:5",5,474.85,474.798,ms,,,,,,0,1.67772e+09,1.84943e+08,43849.4,3.36403e+07,1.78903e+09,9.05905e+08
"BM_JoinBin/52428800/52428800/64/iterations:5",5,273.621,273.605,ms,,,,,,0,3.35544e+09,9.33072e+07,22445.2,1.91956e+07,1.03106e+09,4.57081e+08
"BM_JoinBin/52428800/52428800/128/iterations:5",5,157.524,157.527,ms,,,,,,0,6.71089e+09,4.71657e+07,18974.6,1.30864e+07,5.94091e+08,2.31068e+08
